record_id,machine_id,machine_type,temperature_c,vibration_mms,running_hours,pressure_bar,sound_db,status
404,M015,Motor,83.22,6.223,7571.9,4.569,75.05,Warning
405,M019,Fan,43.0,4.437,1403.8,2.987,66.75,Normal
406,M012,Conveyor,98.51,13.126,6999.8,6.085,92.69,Fault
407,M015,Motor,93.66,12.084,9538.6,7.085,92.8,Fault
408,M013,Pump,43.28,2.123,1354.1,3.197,66.24,Normal
409,M010,Fan,73.83,7.423,5347.6,4.144,71.37,Warning
410,M008,Pump,44.32,1.242,4940.4,3.082,65.57,Normal
411,M017,Fan,38.32,2.158,2934.3,3.117,61.66,Normal
412,M003,Fan,41.5,3.306,3853.4,3.861,57.18,Normal
413,M018,Fan,45.9,2.068,687.2,3.344,66.26,Normal
414,M017,Fan,59.45,3.692,4027.1,3.581,72.79,Normal
415,M020,Fan,61.67,2.82,3565.4,2.974,71.64,Normal
416,M003,Pump,89.62,6.022,3211.6,4.506,83.59,Warning
417,M004,Fan,75.16,6.751,3958.3,4.667,76.6,Warning
418,M004,Fan,62.84,3.087,3575.7,4.155,55.89,Normal
419,M019,Compressor,61.6,4.036,924.1,3.612,65.12,Normal
420,M018,Pump,75.51,4.996,4836.8,4.884,84.04,Warning
421,M016,Motor,73.18,7.141,5492.5,4.535,74.81,Warning
422,M007,Motor,45.75,2.992,2021.6,3.2,57.81,Normal
423,M012,Conveyor,115.04,15.509,9865.8,6.346,91.01,Fault
424,M001,Compressor,59.4,3.307,769.6,3.753,56.48,Normal
425,M009,Fan,45.46,4.309,2715.4,4.283,56.17,Normal
426,M010,Compressor,89.95,4.292,6492.5,4.783,73.68,Warning
427,M013,Motor,54.73,3.761,3141.1,3.413,67.62,Normal
428,M004,Conveyor,57.64,2.258,1737.5,3.819,63.83,Normal
429,M011,Pump,56.12,2.857,2867.8,4.092,57.74,Normal
430,M011,Conveyor,61.63,3.362,1705.5,3.853,63.32,Normal
431,M002,Motor,70.45,1.962,1127.2,3.93,55.15,Normal
432,M010,Fan,60.15,2.668,2678.8,3.126,62.63,Normal
433,M019,Conveyor,76.08,7.538,6719.6,4.639,85.75,Warning
434,M005,Motor,64.24,2.085,4273.0,4.088,64.88,Normal
435,M005,Compressor,46.05,3.599,1556.4,3.619,78.75,Normal
436,M002,Conveyor,69.15,1.668,4526.0,3.426,63.31,Normal
437,M005,Compressor,85.56,6.287,7662.9,5.315,85.88,Warning
438,M013,Compressor,77.25,1.488,539.9,3.272,63.47,Normal
439,M016,Compressor,77.12,3.598,4747.4,3.295,71.85,Normal
440,M008,Motor,78.06,5.306,7901.0,4.811,78.69,Warning
441,M009,Motor,91.86,13.204,6253.9,5.287,99.82,Fault
442,M016,Conveyor,127.62,10.381,7158.6,7.595,90.44,Fault
443,M001,Pump,62.74,1.102,2207.5,3.681,55.06,Normal
444,M020,Conveyor,72.05,2.161,2350.5,3.875,63.21,Normal
445,M019,Compressor,80.64,4.225,5784.3,5.399,81.06,Warning
446,M006,Fan,88.82,13.419,7143.8,7.267,92.64,Fault
447,M016,Conveyor,48.23,3.652,2986.3,4.253,64.43,Normal
448,M015,Pump,44.29,0.88,1591.5,3.766,65.14,Normal
449,M008,Conveyor,72.24,4.212,4695.1,4.389,69.49,Normal
450,M019,Compressor,57.4,2.435,4703.8,4.082,60.94,Normal
451,M009,Motor,88.33,5.038,7434.9,4.888,83.97,Warning
452,M015,Pump,48.58,0.644,916.6,3.584,56.54,Normal
453,M015,Conveyor,47.79,3.844,740.3,3.041,60.87,Normal
454,M019,Compressor,59.46,1.341,3850.7,3.678,71.1,Normal
455,M005,Pump,74.42,6.384,6388.1,4.729,86.56,Warning
456,M019,Compressor,100.64,8.403,8305.3,5.626,88.05,Fault
457,M003,Pump,89.27,3.968,6824.2,4.569,82.52,Warning
458,M012,Fan,42.93,2.987,1951.4,3.106,68.16,Normal
459,M015,Compressor,69.4,3.248,4726.9,3.642,67.15,Normal
460,M014,Motor,61.75,2.312,4613.2,3.453,58.35,Normal
461,M001,Pump,84.26,5.361,6887.4,5.587,72.7,Warning
462,M006,Compressor,97.13,13.265,8018.4,7.287,88.52,Fault
463,M020,Conveyor,79.08,6.455,6111.7,5.13,91.32,Warning
464,M016,Compressor,70.98,2.259,3163.5,3.847,61.31,Normal
465,M016,Conveyor,73.83,6.073,4278.5,4.767,85.3,Warning
466,M010,Pump,83.84,5.348,5892.3,4.91,77.92,Warning
467,M014,Conveyor,49.78,3.428,3196.9,3.423,64.73,Normal
468,M015,Compressor,95.51,6.318,4913.6,4.214,88.44,Warning
469,M003,Conveyor,50.16,1.895,3031.1,2.939,71.2,Normal
470,M017,Pump,89.8,3.792,3579.6,4.522,75.33,Warning
471,M017,Fan,82.08,6.802,7715.6,4.889,81.11,Warning
472,M004,Compressor,70.0,1.467,1454.0,3.302,65.16,Normal
473,M014,Pump,48.65,3.139,1690.4,3.62,58.09,Normal
474,M014,Conveyor,96.82,6.897,5614.6,4.991,86.1,Warning
475,M006,Conveyor,48.77,3.685,3289.8,3.441,73.46,Normal
476,M010,Motor,67.14,0.807,1384.4,3.538,71.13,Normal
477,M013,Compressor,76.48,1.19,2669.1,3.271,68.4,Normal
478,M018,Fan,45.75,3.945,1490.7,3.329,67.93,Normal
479,M015,Motor,103.51,6.525,6786.5,5.41,98.34,Fault
480,M019,Compressor,90.7,5.965,4202.2,4.804,84.83,Warning
481,M005,Conveyor,52.11,1.351,3342.6,3.21,72.69,Normal
482,M006,Compressor,63.21,2.231,2282.1,4.054,66.87,Normal
483,M004,Fan,119.42,8.729,6807.7,5.796,97.6,Fault
484,M010,Motor,94.01,14.352,7387.7,4.999,86.51,Fault
485,M020,Compressor,72.25,2.415,2315.2,3.175,64.43,Normal
486,M015,Motor,112.27,13.872,8430.4,6.595,100.96,Fault
487,M002,Fan,49.74,3.637,2510.5,2.832,70.07,Normal
488,M011,Conveyor,59.66,2.976,4677.9,3.165,63.63,Normal
489,M006,Motor,64.37,1.251,4751.7,3.558,54.73,Normal
490,M004,Pump,97.2,12.606,7956.1,6.415,100.54,Fault
491,M008,Pump,51.54,3.221,3363.7,3.099,63.57,Normal
492,M008,Fan,119.44,16.942,7749.6,4.959,101.16,Fault
493,M009,Conveyor,76.64,4.068,1067.9,3.929,63.62,Normal
494,M007,Fan,74.1,7.989,7404.8,5.305,85.86,Warning
495,M011,Pump,127.08,7.654,9471.9,6.306,79.64,Fault
496,M018,Pump,70.14,2.777,2247.0,2.724,74.2,Normal
497,M012,Compressor,61.06,1.698,98.3,3.042,73.34,Normal
498,M020,Compressor,47.41,3.808,3192.1,2.937,65.61,Normal
499,M019,Compressor,70.4,1.316,4673.6,3.886,76.21,Normal
500,M001,Conveyor,87.33,7.966,3258.5,5.233,80.11,Warning
501,M008,Pump,81.51,5.161,5329.0,4.163,76.86,Warning
502,M010,Pump,61.79,0.76,2384.4,3.843,66.01,Normal
503,M011,Fan,60.38,4.088,3890.5,3.605,71.77,Normal
504,M015,Pump,52.63,2.34,332.0,3.86,66.34,Normal
505,M001,Conveyor,59.58,3.538,4362.1,3.613,66.1,Normal
506,M007,Fan,71.77,6.362,4800.9,4.83,82.42,Warning
507,M012,Motor,56.67,2.796,717.5,3.343,64.12,Normal
508,M012,Compressor,78.99,2.656,1008.7,2.634,61.79,Normal
509,M010,Conveyor,57.29,1.548,4363.4,3.814,68.97,Normal
510,M013,Compressor,89.26,6.676,3028.0,3.902,80.89,Warning
511,M007,Compressor,104.8,9.212,6332.0,5.489,109.25,Fault
512,M011,Compressor,87.34,5.842,7012.2,5.263,83.6,Warning
513,M007,Compressor,119.84,12.276,6479.4,5.733,99.17,Fault
514,M005,Fan,68.58,4.11,1042.9,2.629,64.83,Normal
515,M015,Compressor,57.88,2.25,3513.0,3.611,67.78,Normal
516,M010,Conveyor,72.45,3.064,4692.1,3.113,70.02,Normal
517,M014,Conveyor,60.04,2.627,3999.3,3.052,69.83,Normal
518,M008,Pump,78.01,4.761,5824.9,4.576,76.12,Warning
519,M018,Motor,39.41,1.773,4085.5,3.655,56.84,Normal
520,M007,Conveyor,52.3,3.019,2772.9,3.437,71.91,Normal
521,M018,Pump,55.91,1.997,638.2,4.163,54.5,Normal
522,M001,Fan,60.35,4.028,760.8,3.782,60.25,Normal
523,M018,Conveyor,51.79,1.651,2840.7,3.321,74.23,Normal
524,M010,Compressor,99.56,13.313,5443.4,4.944,97.83,Fault
525,M003,Conveyor,73.59,3.64,637.4,2.816,65.31,Normal
526,M005,Conveyor,46.63,2.618,4007.0,3.237,73.77,Normal
527,M010,Conveyor,63.77,3.484,880.4,3.008,73.25,Normal
528,M009,Fan,73.52,6.264,6498.5,4.415,74.36,Warning
529,M011,Conveyor,83.2,4.698,5463.1,4.912,79.4,Warning
530,M011,Conveyor,107.42,8.437,7852.8,5.579,107.17,Fault
531,M018,Conveyor,51.77,3.597,56.6,2.988,66.9,Normal
532,M004,Conveyor,66.61,2.668,3012.7,2.831,65.69,Normal
533,M007,Pump,51.09,3.317,4012.3,3.95,56.81,Normal
534,M004,Compressor,101.5,9.519,5909.8,6.304,94.32,Fault
535,M007,Conveyor,57.97,3.075,4974.4,3.098,64.38,Normal
536,M005,Motor,88.14,13.412,8444.7,7.62,93.69,Fault
537,M001,Compressor,49.42,3.357,625.0,3.142,65.85,Normal
538,M015,Motor,75.5,4.447,6999.5,4.155,78.56,Warning
539,M002,Compressor,74.08,3.328,1124.1,3.998,67.49,Normal
540,M006,Fan,55.12,3.749,1023.1,3.461,66.16,Normal
541,M007,Motor,64.64,2.269,4715.9,3.122,61.89,Normal
542,M003,Motor,62.32,1.188,3643.4,3.029,60.45,Normal
543,M007,Pump,47.52,1.885,3597.3,3.507,68.95,Normal
544,M013,Fan,87.57,13.22,9910.7,6.662,99.1,Fault
545,M008,Compressor,62.68,3.654,1772.8,3.478,59.28,Normal
546,M004,Pump,64.39,3.125,1986.8,3.294,72.16,Normal
547,M013,Fan,92.97,10.136,9352.9,6.853,86.0,Fault
548,M016,Pump,86.4,12.633,7107.8,6.002,89.95,Fault
549,M019,Compressor,55.9,1.135,904.7,3.623,63.17,Normal
550,M011,Pump,60.73,1.934,3360.0,2.56,53.57,Normal
551,M020,Fan,66.82,3.878,4799.8,3.043,64.56,Normal
552,M012,Motor,60.96,0.819,4348.2,3.392,68.93,Normal
553,M015,Fan,56.86,3.661,2558.6,3.825,60.22,Normal
554,M016,Conveyor,64.37,3.362,1745.5,4.008,75.01,Normal
555,M017,Fan,88.98,5.785,3194.0,4.748,79.6,Warning
556,M006,Pump,45.12,3.354,146.9,3.974,57.91,Normal
557,M018,Conveyor,47.13,3.203,4310.1,4.204,72.84,Normal
558,M008,Compressor,81.84,5.291,3635.5,4.478,82.13,Warning
559,M010,Pump,101.24,3.608,4991.9,4.871,81.04,Warning
560,M010,Compressor,88.48,5.761,5918.5,4.193,82.39,Warning
561,M019,Conveyor,117.17,8.84,6431.5,6.784,90.09,Fault
562,M016,Conveyor,81.48,6.802,7611.5,4.176,77.64,Warning
563,M010,Compressor,93.87,5.83,3513.8,4.487,83.39,Warning
564,M007,Compressor,92.23,5.08,6321.8,4.714,84.18,Warning
565,M002,Pump,54.0,2.026,4770.3,3.045,63.79,Normal
566,M006,Conveyor,70.61,4.378,3323.7,2.775,66.25,Normal
567,M017,Compressor,50.25,2.62,2822.2,3.136,68.15,Normal
568,M018,Compressor,112.28,12.679,6964.2,7.161,99.74,Fault
569,M007,Pump,78.83,5.72,3906.0,4.97,77.95,Warning
570,M012,Fan,43.51,4.975,3267.0,3.046,59.85,Normal
571,M012,Fan,56.06,2.229,501.2,3.55,60.01,Normal
572,M003,Fan,46.46,2.641,4565.8,3.247,56.37,Normal
573,M007,Motor,106.64,13.495,7416.0,5.736,98.93,Fault
574,M011,Pump,56.64,1.588,1367.1,4.114,58.5,Normal
575,M010,Fan,61.61,2.891,2657.7,3.674,73.73,Normal
576,M018,Fan,107.2,14.21,7380.7,5.413,85.98,Fault
577,M012,Compressor,90.82,5.517,5350.2,4.655,78.54,Warning
578,M010,Conveyor,64.99,4.086,3196.4,2.942,64.88,Normal
579,M014,Fan,66.49,1.897,2505.1,3.723,68.63,Normal
580,M017,Fan,40.71,2.933,839.7,4.001,70.82,Normal
581,M006,Motor,71.78,1.744,3368.8,3.937,70.32,Normal
582,M017,Pump,127.1,13.397,9260.9,5.253,83.56,Fault
583,M014,Conveyor,55.25,2.9,4492.5,3.489,74.0,Normal
584,M015,Conveyor,52.55,2.39,2183.1,3.395,75.36,Normal
585,M007,Conveyor,74.97,4.128,594.0,3.211,65.75,Normal
586,M004,Pump,49.85,1.579,67.6,3.712,55.76,Normal
587,M014,Compressor,67.97,3.484,929.3,3.049,56.85,Normal
588,M007,Fan,59.1,1.97,605.5,3.423,61.79,Normal
589,M008,Compressor,59.66,2.555,2533.6,3.8,62.92,Normal
590,M007,Motor,81.9,6.746,3526.4,4.442,82.56,Warning
591,M012,Fan,56.33,2.561,3250.5,3.011,59.93,Normal
592,M004,Pump,90.44,5.474,4501.9,4.936,83.73,Warning
593,M018,Motor,84.29,5.733,6572.8,5.366,68.21,Warning
594,M007,Conveyor,60.04,4.818,2565.5,2.768,69.2,Normal
595,M001,Fan,53.01,3.357,2629.2,3.247,60.78,Normal
596,M009,Pump,116.57,8.211,9218.8,6.254,82.78,Fault
597,M014,Fan,75.59,7.565,6129.4,4.235,76.01,Warning
598,M013,Motor,84.83,5.964,5829.8,5.38,69.45,Warning
599,M012,Compressor,99.28,4.608,3900.3,4.182,87.74,Warning
600,M003,Compressor,52.26,1.57,4533.4,4.237,57.43,Normal
601,M002,Compressor,91.23,4.157,3760.8,5.218,73.31,Warning
602,M015,Compressor,61.61,2.408,1218.4,3.735,63.2,Normal
603,M001,Compressor,51.85,2.188,747.1,3.538,62.7,Normal
604,M012,Pump,116.05,7.283,9579.8,6.918,101.81,Fault
605,M010,Fan,67.84,2.431,519.1,4.028,73.01,Normal
606,M013,Conveyor,68.81,3.828,2387.3,3.222,73.48,Normal
607,M014,Conveyor,67.06,2.447,3926.9,3.355,70.97,Normal
608,M014,Fan,57.03,4.267,3743.6,3.992,61.25,Normal
609,M012,Motor,70.91,2.966,4121.1,3.179,55.72,Normal
610,M013,Pump,88.31,4.589,3276.8,4.41,80.69,Warning
611,M014,Compressor,69.72,2.452,691.1,3.63,75.21,Normal
612,M006,Fan,45.09,2.659,2102.2,4.023,64.0,Normal
613,M003,Fan,49.33,4.657,3765.7,3.358,60.31,Normal
614,M013,Compressor,53.03,1.971,2149.1,3.156,60.92,Normal
615,M001,Motor,47.53,1.394,4699.2,3.153,55.14,Normal
616,M013,Fan,74.5,7.49,6667.4,5.491,81.99,Warning
617,M013,Conveyor,65.57,3.788,1444.7,2.797,68.92,Normal
618,M017,Fan,106.85,14.244,6808.6,6.464,94.23,Fault
619,M020,Fan,44.24,2.143,3059.8,3.425,70.86,Normal
620,M006,Pump,100.32,9.556,5507.7,5.47,105.87,Fault
621,M019,Conveyor,49.56,4.038,2032.4,3.711,73.18,Normal
622,M002,Fan,92.9,4.775,6980.0,4.962,83.52,Warning
623,M003,Motor,81.15,5.243,7614.0,4.694,71.71,Warning
624,M016,Pump,55.2,0.611,780.5,3.394,64.74,Normal
625,M016,Compressor,51.69,3.536,4807.2,3.871,61.7,Normal
626,M009,Compressor,78.84,1.314,4544.1,3.197,71.98,Normal
627,M012,Fan,51.14,1.419,3864.1,4.075,61.0,Normal
628,M015,Compressor,64.33,1.889,3843.8,4.078,61.18,Normal
629,M002,Compressor,73.27,1.626,3501.2,4.161,70.11,Normal
630,M004,Conveyor,66.53,2.398,2046.9,3.413,70.07,Normal
631,M018,Conveyor,56.13,3.476,3513.0,3.115,65.13,Normal
632,M016,Fan,67.55,1.771,2243.0,3.702,59.43,Normal
633,M004,Motor,71.67,3.516,2054.3,4.092,64.12,Normal
634,M014,Compressor,85.64,7.463,3131.2,4.29,83.04,Warning
635,M018,Conveyor,55.05,3.433,4168.1,3.973,71.91,Normal
636,M017,Pump,86.53,5.382,7157.8,5.108,76.34,Warning
637,M001,Fan,63.36,4.467,391.3,3.31,69.91,Normal
638,M013,Motor,66.53,1.585,4664.4,3.553,64.51,Normal
639,M003,Pump,86.66,4.78,7219.3,4.76,77.51,Warning
640,M006,Motor,71.04,5.262,5808.4,4.784,70.7,Warning
641,M004,Compressor,88.99,6.442,5620.0,5.285,80.91,Warning
642,M003,Motor,65.55,3.109,2317.8,4.008,61.62,Normal
643,M004,Fan,114.07,12.825,5790.1,5.49,100.0,Fault
644,M003,Conveyor,53.58,1.457,2524.2,3.835,64.59,Normal
645,M006,Motor,52.55,1.454,1855.6,2.999,56.94,Normal
646,M007,Fan,46.92,3.065,3540.1,4.051,68.17,Normal
647,M002,Conveyor,62.03,4.494,2090.9,3.01,60.61,Normal
648,M013,Pump,69.44,3.545,197.6,3.766,54.85,Normal
649,M011,Conveyor,67.32,2.464,3448.4,3.66,75.11,Normal
650,M014,Compressor,56.18,1.793,4504.5,3.473,72.09,Normal
651,M003,Motor,103.36,12.618,9188.9,6.088,84.02,Fault
652,M004,Fan,53.28,3.217,3282.9,4.242,64.04,Normal
653,M007,Pump,75.52,5.471,4022.3,5.479,78.29,Warning
654,M005,Fan,70.54,4.81,7548.4,4.732,80.41,Warning
655,M019,Pump,97.23,14.134,8674.8,5.479,101.88,Fault
656,M017,Conveyor,67.65,1.449,1348.8,2.995,73.11,Normal
657,M014,Pump,68.07,2.465,4815.1,3.223,56.25,Normal
658,M009,Conveyor,56.54,3.647,1730.5,3.091,70.07,Normal
659,M008,Compressor,112.44,7.632,5918.0,7.502,88.17,Fault
660,M016,Fan,41.68,4.032,2345.1,2.977,59.31,Normal
661,M011,Conveyor,59.47,2.42,2720.8,3.955,61.48,Normal
662,M009,Fan,62.73,1.631,4937.8,4.104,71.57,Normal
663,M007,Conveyor,84.45,8.043,7328.6,5.151,86.29,Warning
664,M010,Compressor,92.33,9.693,6765.5,6.685,92.7,Fault
665,M015,Compressor,68.48,3.611,2772.0,3.15,66.74,Normal
666,M002,Motor,74.97,5.927,6862.4,4.925,81.12,Warning
667,M010,Compressor,92.45,16.079,6353.5,6.414,92.46,Fault
668,M005,Compressor,85.38,5.784,3978.0,4.828,82.64,Warning
669,M011,Fan,68.94,3.665,2287.0,3.37,61.31,Normal
670,M017,Motor,48.27,2.314,2845.8,3.55,65.97,Normal
671,M002,Motor,66.41,2.767,1692.8,3.11,56.64,Normal
672,M016,Compressor,55.52,5.255,4260.9,3.119,63.56,Normal
673,M004,Compressor,58.76,2.524,4240.3,3.493,60.16,Normal
674,M020,Pump,82.34,5.997,3980.8,5.13,79.75,Warning
675,M016,Motor,114.37,10.191,8382.8,5.442,91.87,Fault
676,M002,Motor,72.43,2.041,3670.8,3.166,69.65,Normal
677,M005,Motor,63.71,2.276,2305.1,4.074,56.4,Normal
678,M017,Fan,47.78,3.632,2934.6,3.95,67.54,Normal
679,M016,Motor,67.25,3.662,4095.8,3.761,56.48,Normal
680,M003,Conveyor,94.23,6.304,7136.9,5.787,80.95,Warning
681,M010,Compressor,55.41,1.424,4055.8,3.937,62.7,Normal
682,M003,Motor,46.16,3.105,4503.5,3.659,61.72,Normal
683,M003,Conveyor,61.06,2.498,354.9,3.17,72.54,Normal
684,M012,Pump,74.06,0.894,1438.1,3.57,61.38,Normal
685,M009,Pump,48.25,1.951,994.5,4.386,56.52,Normal
686,M020,Pump,56.61,0.749,2065.8,4.106,73.27,Normal
687,M012,Conveyor,66.14,3.708,4402.2,3.382,73.32,Normal
688,M013,Compressor,66.49,2.411,688.1,3.562,75.46,Normal
689,M008,Conveyor,74.4,4.0,3972.0,3.637,77.86,Normal
690,M008,Motor,48.14,2.069,3279.5,3.737,51.43,Normal
691,M010,Motor,66.26,1.565,3334.4,3.737,56.88,Normal
692,M017,Compressor,58.33,2.773,614.7,3.662,72.73,Normal
693,M009,Motor,85.03,4.889,7762.7,4.499,81.49,Warning
694,M002,Fan,66.41,4.407,4519.0,3.952,61.4,Normal
695,M014,Pump,73.51,2.151,4695.0,4.321,60.05,Normal
696,M008,Compressor,129.91,9.449,8343.2,5.719,107.58,Fault
697,M020,Pump,48.83,2.238,1564.2,3.332,54.71,Normal
698,M009,Fan,109.54,15.537,7286.2,5.755,103.97,Fault
699,M002,Compressor,75.43,3.709,2898.2,3.038,68.39,Normal
700,M012,Pump,46.43,1.69,2589.5,3.06,61.85,Normal
701,M012,Motor,75.04,3.531,1870.9,4.299,57.31,Normal
702,M017,Fan,85.34,8.255,4961.4,4.746,77.57,Warning
703,M019,Fan,61.58,2.946,601.0,4.096,71.51,Normal
704,M012,Compressor,94.24,6.893,3553.9,4.466,86.94,Warning
705,M015,Conveyor,57.77,3.6,4899.8,3.981,64.66,Normal
706,M005,Fan,55.12,4.274,999.5,3.152,61.67,Normal
707,M014,Pump,92.69,6.744,3623.7,5.566,83.64,Warning
708,M020,Pump,75.5,0.601,3715.6,3.432,61.29,Normal
709,M019,Fan,43.29,4.372,2928.3,3.385,68.91,Normal
710,M017,Fan,56.8,4.356,1425.1,3.679,68.41,Normal
711,M020,Motor,47.68,1.6,608.2,3.065,60.55,Normal
712,M017,Compressor,49.07,4.128,4803.1,3.725,71.82,Normal
713,M017,Compressor,95.51,5.142,3542.3,5.603,90.16,Warning
714,M008,Pump,56.55,2.053,1359.2,3.618,67.71,Normal
715,M011,Compressor,100.29,6.324,7261.8,4.605,82.34,Warning
716,M010,Compressor,84.05,7.224,7754.7,5.244,84.13,Warning
717,M013,Fan,50.53,2.284,2637.1,4.032,69.93,Normal
718,M010,Conveyor,75.66,2.248,3326.9,2.964,64.89,Normal
719,M016,Fan,80.3,5.211,4459.4,4.77,84.51,Warning
720,M009,Conveyor,126.37,9.857,9068.5,5.921,100.33,Fault
721,M020,Fan,44.35,3.47,3956.7,2.928,67.03,Normal
722,M008,Motor,67.72,3.585,1655.9,3.457,66.05,Normal
723,M006,Motor,54.94,1.6,3850.6,3.145,57.55,Normal
724,M014,Pump,75.38,6.473,5986.2,4.33,80.26,Warning
725,M009,Conveyor,58.6,2.274,3245.3,3.451,66.96,Normal
726,M013,Motor,65.46,2.969,2237.0,3.589,53.53,Normal
727,M003,Pump,60.77,1.197,4621.3,3.638,56.47,Normal
728,M005,Pump,82.5,5.497,4943.2,4.112,80.38,Warning
729,M017,Fan,85.93,8.541,3436.9,4.629,84.43,Warning
730,M006,Fan,58.14,3.575,2744.4,3.582,60.73,Normal
731,M006,Compressor,59.03,2.929,4022.9,4.318,64.18,Normal
732,M016,Pump,74.97,4.078,5318.4,5.734,73.4,Warning
733,M003,Motor,62.17,3.895,1699.9,2.939,54.34,Normal
734,M007,Pump,67.2,0.85,1091.6,3.01,63.08,Normal
735,M020,Conveyor,54.56,1.279,1158.9,3.136,81.12,Normal
736,M016,Motor,55.03,3.033,1193.0,3.444,64.69,Normal
737,M006,Motor,64.33,3.086,2778.6,3.566,68.29,Normal
738,M007,Fan,91.66,7.992,7685.8,4.508,77.32,Warning
739,M009,Fan,72.73,3.404,167.6,3.39,68.72,Normal
740,M015,Conveyor,99.92,12.903,8320.7,6.296,85.31,Fault
741,M004,Pump,61.88,2.448,1570.1,3.878,57.91,Normal
742,M012,Fan,82.59,13.617,7194.1,6.815,87.03,Fault
743,M017,Conveyor,53.3,3.697,4130.5,2.749,62.68,Normal
744,M006,Motor,84.66,7.055,6853.6,5.215,71.2,Warning
745,M007,Compressor,104.07,10.824,6429.3,5.861,100.25,Fault
746,M012,Motor,66.97,2.548,4130.4,3.882,57.7,Normal
747,M010,Compressor,60.98,3.892,2762.3,3.966,64.57,Normal
748,M011,Motor,59.87,2.549,4581.5,3.338,56.35,Normal
749,M012,Motor,47.0,2.315,3755.1,3.265,63.61,Normal
750,M002,Compressor,78.49,3.918,2527.5,3.551,71.62,Normal
751,M017,Compressor,136.72,11.93,5706.1,6.517,101.37,Fault
752,M006,Motor,54.55,1.412,4333.8,3.411,65.12,Normal
753,M013,Compressor,80.41,3.059,4158.6,3.704,71.63,Normal
754,M013,Fan,41.35,2.729,3662.3,3.525,61.99,Normal
755,M003,Compressor,83.24,4.415,4047.4,4.941,79.69,Warning
756,M017,Pump,60.51,0.75,3425.2,2.867,72.14,Normal
757,M013,Conveyor,72.9,2.072,1283.0,3.795,68.93,Normal
758,M018,Conveyor,132.92,7.952,5095.3,6.907,99.13,Fault
759,M016,Conveyor,59.05,4.389,3411.2,3.116,65.51,Normal
760,M012,Pump,63.21,1.761,884.2,3.632,56.16,Normal
761,M017,Fan,101.09,7.38,6722.2,5.751,112.91,Fault
762,M009,Pump,74.45,1.758,588.7,3.101,58.38,Normal
763,M014,Motor,68.92,2.983,1382.3,3.866,65.23,Normal
764,M011,Pump,53.82,0.54,1593.5,2.724,58.55,Normal
765,M001,Motor,103.77,10.621,7196.1,5.959,102.66,Fault
766,M012,Pump,53.83,3.431,1841.9,3.123,59.59,Normal
767,M001,Motor,106.15,10.173,6209.1,7.387,86.26,Fault
768,M013,Fan,79.98,6.998,5109.1,5.32,74.21,Warning
769,M013,Compressor,79.03,2.442,2312.7,4.108,64.53,Normal
770,M014,Conveyor,63.04,3.47,3094.1,2.923,65.47,Normal
771,M016,Pump,74.03,0.567,3035.2,3.776,61.39,Normal
772,M005,Motor,44.89,0.855,2895.5,3.467,66.56,Normal
773,M006,Compressor,97.23,6.29,3041.9,4.149,82.11,Warning
774,M018,Pump,86.71,6.38,3289.6,4.824,86.13,Warning
775,M004,Compressor,95.98,7.087,5926.7,5.301,82.41,Warning
776,M016,Compressor,74.83,2.022,3473.6,3.282,65.9,Normal
777,M019,Motor,87.29,4.448,6646.4,5.178,76.06,Warning
778,M007,Fan,52.52,3.452,1296.8,3.688,68.81,Normal
779,M011,Fan,81.7,8.388,5557.2,4.402,79.68,Warning
780,M004,Compressor,90.96,5.941,7454.5,5.17,85.64,Warning
781,M004,Motor,61.91,1.697,4753.0,3.989,62.25,Normal
782,M008,Conveyor,86.86,7.62,4232.7,4.58,85.89,Warning
783,M019,Conveyor,63.13,2.993,3929.5,3.227,69.35,Normal
784,M004,Conveyor,71.81,2.074,4029.0,3.462,66.35,Normal
785,M010,Motor,64.53,1.641,1391.4,3.466,56.26,Normal
786,M014,Motor,50.14,3.42,1719.9,3.709,68.69,Normal
787,M010,Fan,48.57,3.625,1611.3,2.909,61.58,Normal
788,M008,Motor,83.0,6.387,4577.4,4.146,75.07,Warning
789,M013,Pump,100.69,4.792,7055.6,5.727,81.31,Warning
790,M018,Compressor,77.87,2.999,2230.3,3.266,58.41,Normal
791,M013,Conveyor,82.11,8.237,5885.7,4.255,72.99,Warning
792,M005,Compressor,94.63,5.502,5784.5,4.37,77.73,Warning
793,M011,Motor,89.51,5.431,7372.1,4.118,75.96,Warning
794,M013,Conveyor,76.36,3.107,297.4,4.43,65.34,Normal
795,M011,Pump,70.03,1.953,4965.0,3.994,59.38,Normal
796,M009,Conveyor,58.57,3.813,3667.7,3.41,60.75,Normal
797,M019,Motor,43.91,3.424,94.0,2.937,57.68,Normal
798,M019,Compressor,58.1,1.468,1540.9,2.932,68.4,Normal
799,M007,Compressor,107.78,10.879,6410.4,7.071,91.32,Fault
800,M013,Pump,83.53,5.049,4041.9,4.862,80.53,Warning
801,M016,Fan,50.69,4.473,2025.7,2.992,60.25,Normal
802,M012,Motor,69.02,2.259,4269.9,3.024,71.51,Normal
803,M011,Pump,50.06,1.128,2870.0,2.969,59.35,Normal
804,M006,Compressor,77.17,3.977,3697.5,3.939,62.92,Normal
805,M009,Fan,104.12,12.804,6719.9,7.212,82.26,Fault
806,M003,Conveyor,96.35,4.546,5371.8,5.143,85.86,Warning
807,M005,Motor,114.87,8.746,8086.8,6.877,95.46,Fault
